MAYO_blue	MAYO_greenyellow	MAYO_lightcyan	MAYO_midnightblue	MAYO_purple	MAYO_turquoise	ROSMAP_green	ROSMAP_purple	ROSMAP_turquoise	count	cross	neglogSum
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism_Reactome	0	0	0	5.17573130299407	0	0	0	0	0	1	FALSE	5.17573130299407
Signaling by EGFRvIII in Cancer_Reactome	0	0	0	5.17573130299407	0	0	0	0	0	1	FALSE	5.17573130299407
Constitutive Signaling by EGFRvIII_Reactome	0	0	0	5.17573130299407	0	0	0	0	0	1	FALSE	5.17573130299407
FOXA1 transcription factor network_PID	0	0	0	0	0	0	5.17136184562149	0	0	1	FALSE	5.17136184562149
Signaling by FGFR2_Reactome	0	0	0	0	0	0	0	0	5.1687908475322	1	FALSE	5.1687908475322
Transcriptional regulation by small RNAs_Reactome	0	5.16414247029184	0	0	0	0	0	0	0	1	FALSE	5.16414247029184
Ibuprofen Metabolism Pathway_SMPDB	5.16190431725731	0	0	0	0	0	0	0	0	1	FALSE	5.16190431725731
EBV LMP1 signaling_Wikipathways	5.16190431725731	0	0	0	0	0	0	0	0	1	FALSE	5.16190431725731
Mitochondrial translation initiation_Reactome	0	0	0	0	0	0	5.154562444923	0	0	1	FALSE	5.154562444923
Mitochondrial translation elongation_Reactome	0	0	0	0	0	0	5.154562444923	0	0	1	FALSE	5.154562444923
Mitochondrial translation termination_Reactome	0	0	0	0	0	0	5.154562444923	0	0	1	FALSE	5.154562444923
Methotrexate Pathway (Brain Cell), Pharmacokinetics_PharmGKB	0	0	0	0	5.14759484768527	0	0	0	0	1	FALSE	5.14759484768527
Insulin resistance_KEGG	0	5.13911111525608	0	0	0	0	0	0	0	1	FALSE	5.13911111525608
Omega-6 fatty acid metabolism_EHMN	0	0	0	0	0	5.13878051744037	0	0	0	1	FALSE	5.13878051744037
G-protein activation_Reactome	0	0	0	0	0	5.13878051744037	0	0	0	1	FALSE	5.13878051744037
Nectin adhesion pathway_PID	5.13499739045341	0	0	0	0	0	0	0	0	1	FALSE	5.13499739045341
Regulation of cholesterol biosynthesis by SREBP (SREBF)_Reactome	5.13499739045341	0	0	0	0	0	0	0	0	1	FALSE	5.13499739045341
Folate metabolism_INOH	5.13499739045341	0	0	0	0	0	0	0	0	1	FALSE	5.13499739045341
HS-GAG degradation_Reactome	0	0	0	0	0	0	0	0	5.13470727133232	1	FALSE	5.13470727133232
IL2-mediated signaling events_PID	0	0	0	0	0	5.1083007188096	0	0	0	1	FALSE	5.1083007188096
FGFR3 mutant receptor activation_Reactome	0	5.09950558691412	0	0	0	0	0	0	0	1	FALSE	5.09950558691412
Miscellaneous substrates_Reactome	0	5.09950558691412	0	0	0	0	0	0	0	1	FALSE	5.09950558691412
mechanism of protein import into the nucleus_BioCarta	0	5.09950558691412	0	0	0	0	0	0	0	1	FALSE	5.09950558691412
Signaling by activated point mutants of FGFR3_Reactome	0	5.09950558691412	0	0	0	0	0	0	0	1	FALSE	5.09950558691412
MicroRNA (miRNA) biogenesis_Reactome	0	5.09950558691412	0	0	0	0	0	0	0	1	FALSE	5.09950558691412
FGFR1c ligand binding and activation_Reactome	0	5.09950558691412	0	0	0	0	0	0	0	1	FALSE	5.09950558691412
Endochondral Ossification_Wikipathways	0	0	0	0	0	5.09389302836917	0	0	0	1	FALSE	5.09389302836917
Ras signaling in the CD4+ TCR pathway_PID	0	0	0	5.07031054168735	0	0	0	0	0	1	FALSE	5.07031054168735
Vitamin B5 (pantothenate) metabolism_Reactome	0	0	0	5.07031054168735	0	0	0	0	0	1	FALSE	5.07031054168735
Glutathione synthesis and recycling_Reactome	0	0	0	5.07031054168735	0	0	0	0	0	1	FALSE	5.07031054168735
SHC1 events in ERBB4 signaling_Reactome	0	0	0	5.07031054168735	0	0	0	0	0	1	FALSE	5.07031054168735
srebp control of lipid synthesis_BioCarta	0	0	0	0	0	0	0	5.06915844573591	0	1	FALSE	5.06915844573591
KSRP (KHSRP) binds and destabilizes mRNA_Reactome	5.06061272558685	0	0	0	0	0	0	0	0	1	FALSE	5.06061272558685
SUMOylation of transcription factors_Reactome	0	0	0	0	0	5.05315002053723	0	0	0	1	FALSE	5.05315002053723
NOTCH3 Intracellular Domain Regulates Transcription_Reactome	0	0	0	0	0	5.05315002053723	0	0	0	1	FALSE	5.05315002053723
TGF-Ncore_Signalink	0	0	0	0	0	0	0	0	5.05024916625491	1	FALSE	5.05024916625491
Nongenotropic Androgen signaling_PID	0	0	0	0	0	5.04602912940035	0	0	0	1	FALSE	5.04602912940035
Regulation of nuclear beta catenin signaling and target gene transcription_PID	0	0	0	0	0	0	0	0	5.03406358039177	1	FALSE	5.03406358039177
Pre-NOTCH Expression and Processing_Reactome	0	0	0	0	0	0	0	0	5.02354648814631	1	FALSE	5.02354648814631
The oncogenic action of 2-hydroxyglutarate_SMPDB	0	0	0	0	0	0	0	0	5.01542833867652	1	FALSE	5.01542833867652
Pyruvate metabolism_KEGG	0	0	0	0	0	0	0	0	5.00267633840644	1	FALSE	5.00267633840644
UTP and CTP de novo biosynthesis_HumanCyc	0	0	0	0	0	0	0	0	4.99858110073698	1	FALSE	4.99858110073698
TRAF3-dependent IRF activation pathway_Reactome	0	0	0	0	0	0	0	0	4.99858110073698	1	FALSE	4.99858110073698
p53 signaling pathway_BioCarta	0	0	0	0	0	0	0	0	4.99858110073698	1	FALSE	4.99858110073698
rb tumor suppressor/checkpoint signaling in response to dna damage_BioCarta	0	0	0	0	0	0	0	0	4.99858110073698	1	FALSE	4.99858110073698
chondroitin sulfate biosynthesis (late stages)_HumanCyc	0	0	0	0	0	0	0	0	4.99858110073698	1	FALSE	4.99858110073698
The oncogenic action of D-2-hydroxyglutarate in  Hydroxygluaricaciduria _SMPDB	0	0	0	0	0	0	0	0	4.99219866768855	1	FALSE	4.99219866768855
Pre-NOTCH Transcription and Translation_Reactome	0	0	0	0	0	0	0	0	4.99219866768855	1	FALSE	4.99219866768855
role of mef2d in t-cell apoptosis_BioCarta	0	0	0	0	0	0	0	0	4.99219866768855	1	FALSE	4.99219866768855
TCA cycle_EHMN	0	0	0	0	0	0	0	0	4.99219866768855	1	FALSE	4.99219866768855
Target Of Rapamycin (TOR) Signaling_Wikipathways	0	0	0	0	0	0	0	0	4.98907708857498	1	FALSE	4.98907708857498
IL1-mediated signaling events_PID	0	0	0	0	0	0	0	0	4.98907708857498	1	FALSE	4.98907708857498
Fluvastatin Pathway, Pharmacokinetics_PharmGKB	0	4.98574387723948	0	0	0	0	0	0	0	1	FALSE	4.98574387723948
FGFR2c ligand binding and activation_Reactome	0	4.98574387723948	0	0	0	0	0	0	0	1	FALSE	4.98574387723948
FGFR3c ligand binding and activation_Reactome	0	4.98574387723948	0	0	0	0	0	0	0	1	FALSE	4.98574387723948
FGFR3 ligand binding and activation_Reactome	0	4.98574387723948	0	0	0	0	0	0	0	1	FALSE	4.98574387723948
Phospholipase C-mediated cascade; FGFR3_Reactome	0	4.98574387723948	0	0	0	0	0	0	0	1	FALSE	4.98574387723948
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding_Reactome	0	0	0	0	0	0	0	0	4.98468967213207	1	FALSE	4.98468967213207
cardiolipin biosynthesis_HumanCyc	4.96981134840933	0	0	0	0	0	0	0	0	1	FALSE	4.96981134840933
eumelanin biosynthesis_HumanCyc	4.96981134840933	0	0	0	0	0	0	0	0	1	FALSE	4.96981134840933
ahr signal transduction pathway_BioCarta	4.96981134840933	0	0	0	0	0	0	0	0	1	FALSE	4.96981134840933
transcriptional activation of dbpb from mrna_BioCarta	4.96981134840933	0	0	0	0	0	0	0	0	1	FALSE	4.96981134840933
Activated NTRK2 signals through PLCG1_Reactome	4.96981134840933	0	0	0	0	0	0	0	0	1	FALSE	4.96981134840933
Resolution of AP sites via the single-nucleotide replacement pathway_Reactome	4.96981134840933	0	0	0	0	0	0	0	0	1	FALSE	4.96981134840933
Transcription from mitochondrial promoters_Reactome	4.96981134840933	0	0	0	0	0	0	0	0	1	FALSE	4.96981134840933
Histidine catabolism_Reactome	0	0	0	0	4.95782888888932	0	0	0	0	1	FALSE	4.95782888888932
Acyl chain remodeling of DAG and TAG_Reactome	0	0	0	0	4.95782888888932	0	0	0	0	1	FALSE	4.95782888888932
Role of ABL in ROBO-SLIT signaling_Reactome	0	0	0	0	4.95782888888932	0	0	0	0	1	FALSE	4.95782888888932
Phenylalanine and Tyrosine Metabolism_SMPDB	0	0	0	0	0	0	4.95247981783752	0	0	1	FALSE	4.95247981783752
GLUT-1 deficiency syndrome_SMPDB	0	0	0	0	0	0	4.95247981783752	0	0	1	FALSE	4.95247981783752
Congenital disorder of glycosylation CDG-IId_SMPDB	0	0	0	0	0	0	4.95247981783752	0	0	1	FALSE	4.95247981783752
Lactose Synthesis_SMPDB	0	0	0	0	0	0	4.95247981783752	0	0	1	FALSE	4.95247981783752
Phenylketonuria_SMPDB	0	0	0	0	0	0	4.95247981783752	0	0	1	FALSE	4.95247981783752
Tyrosinemia Type 3 (TYRO3)_SMPDB	0	0	0	0	0	0	4.95247981783752	0	0	1	FALSE	4.95247981783752
Tyrosinemia Type 2 (or Richner-Hanhart syndrome)_SMPDB	0	0	0	0	0	0	4.95247981783752	0	0	1	FALSE	4.95247981783752
Alpha6 beta4 integrin-ligand interactions_PID	0	0	0	0	0	0	4.95247981783752	0	0	1	FALSE	4.95247981783752
Cell junction organization_Reactome	0	0	0	0	0	4.93931811374273	0	0	0	1	FALSE	4.93931811374273
TAK1 activates NFkB by phosphorylation and activation of IKKs complex_Reactome	4.92906248360434	0	0	0	0	0	0	0	0	1	FALSE	4.92906248360434
Termination of translesion DNA synthesis_Reactome	4.92906248360434	0	0	0	0	0	0	0	0	1	FALSE	4.92906248360434
Zinc homeostasis_Wikipathways	0	0	0	0	0	4.92116412625731	0	0	0	1	FALSE	4.92116412625731
Calnexin/calreticulin cycle_Reactome	4.91619121034683	0	0	0	0	0	0	0	0	1	FALSE	4.91619121034683
tumor suppressor arf inhibits ribosomal biogenesis_BioCarta	4.91619121034683	0	0	0	0	0	0	0	0	1	FALSE	4.91619121034683
NOD-like receptor signaling pathway_KEGG	4.90654463702607	0	0	0	0	0	0	0	0	1	FALSE	4.90654463702607
Tenofovir/Adefovir Pathway, Pharmacokinetics_PharmGKB	0	0	0	0	0	0	0	0	4.90637405502622	1	FALSE	4.90637405502622
Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids_SMPDB	0	0	0	0	0	0	0	0	4.90637405502622	1	FALSE	4.90637405502622
AMPK inhibits chREBP transcriptional activation activity_Reactome	0	0	0	0	0	0	0	0	4.90637405502622	1	FALSE	4.90637405502622
a4b7 Integrin signaling_PID	0	0	0	0	0	0	0	0	4.90637405502622	1	FALSE	4.90637405502622
Inactivation of CDC42 and RAC1_Reactome	0	0	0	0	0	0	0	0	4.90637405502622	1	FALSE	4.90637405502622
Synthesis of Ketone Bodies_Reactome	0	0	0	0	0	0	0	0	4.90637405502622	1	FALSE	4.90637405502622
Hyperornithinemia with gyrate atrophy (HOGA)_SMPDB	0	0	4.90631535553419	0	0	0	0	0	0	1	FALSE	4.90631535553419
Creatine deficiency, guanidinoacetate methyltransferase deficiency_SMPDB	0	0	4.90631535553419	0	0	0	0	0	0	1	FALSE	4.90631535553419
L-arginine:glycine amidinotransferase deficiency_SMPDB	0	0	4.90631535553419	0	0	0	0	0	0	1	FALSE	4.90631535553419
Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome]_SMPDB	0	0	4.90631535553419	0	0	0	0	0	0	1	FALSE	4.90631535553419
Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency)_SMPDB	0	0	4.90631535553419	0	0	0	0	0	0	1	FALSE	4.90631535553419
Prolinemia Type II_SMPDB	0	0	4.90631535553419	0	0	0	0	0	0	1	FALSE	4.90631535553419
Prolidase Deficiency (PD)_SMPDB	0	0	4.90631535553419	0	0	0	0	0	0	1	FALSE	4.90631535553419
Arginine and Proline Metabolism_SMPDB	0	0	4.90631535553419	0	0	0	0	0	0	1	FALSE	4.90631535553419
Hyperprolinemia Type I_SMPDB	0	0	4.90631535553419	0	0	0	0	0	0	1	FALSE	4.90631535553419
Hyperprolinemia Type II_SMPDB	0	0	4.90631535553419	0	0	0	0	0	0	1	FALSE	4.90631535553419
Ornithine Aminotransferase Deficiency (OAT Deficiency)_SMPDB	0	0	4.90631535553419	0	0	0	0	0	0	1	FALSE	4.90631535553419
Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency)_SMPDB	0	0	4.90631535553419	0	0	0	0	0	0	1	FALSE	4.90631535553419
RNA transport_KEGG	0	0	4.90080964459135	0	0	0	0	0	0	1	FALSE	4.90080964459135
Glycosphingolipid biosynthesis - ganglio series_KEGG	0	0	0	0	0	4.89895746342469	0	0	0	1	FALSE	4.89895746342469
GLI3 is processed to GLI3R by the proteasome_Reactome	0	0	0	0	0	4.89895746342469	0	0	0	1	FALSE	4.89895746342469
Arf6 downstream pathway_PID	0	0	0	0	0	4.89895746342469	0	0	0	1	FALSE	4.89895746342469
repression of pain sensation by the transcriptional regulator dream_BioCarta	0	0	0	0	0	4.89895746342469	0	0	0	1	FALSE	4.89895746342469
Degradation of GLI2 by the proteasome_Reactome	0	0	0	0	0	4.89895746342469	0	0	0	1	FALSE	4.89895746342469
DCC mediated attractive signaling_Reactome	0	0	0	0	0	4.89895746342469	0	0	0	1	FALSE	4.89895746342469
ERBB2 Regulates Cell Motility_Reactome	0	0	0	0	0	4.89895746342469	0	0	0	1	FALSE	4.89895746342469
Protein export_KEGG	0	0	0	0	0	4.89544904336632	0	0	0	1	FALSE	4.89544904336632
Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling_Wikipathways	0	0	0	0	0	4.89544904336632	0	0	0	1	FALSE	4.89544904336632
Signaling events mediated by the Hedgehog family_PID	0	0	0	0	0	4.89544904336632	0	0	0	1	FALSE	4.89544904336632
tnf/stress related signaling_BioCarta	0	0	0	0	0	4.89544904336632	0	0	0	1	FALSE	4.89544904336632
cyclins and cell cycle regulation_BioCarta	0	0	0	0	0	4.89544904336632	0	0	0	1	FALSE	4.89544904336632
Adrenaline,noradrenaline inhibits insulin secretion_Reactome	0	0	0	0	0	4.89544904336632	0	0	0	1	FALSE	4.89544904336632
Di-unsaturated fatty acid beta-oxidation_EHMN	0	0	0	0	0	4.89544904336632	0	0	0	1	FALSE	4.89544904336632
RHO GTPase Effectors_Reactome	0	0	0	0	4.89210973948352	0	0	0	0	1	FALSE	4.89210973948352
Cleavage of Growing Transcript in the Termination Region _Reactome	0	0	0	0	0	0	0	4.88954837989232	0	1	FALSE	4.88954837989232
RNA Polymerase II Transcription Termination_Reactome	0	0	0	0	0	0	0	4.88954837989232	0	1	FALSE	4.88954837989232
TP53 Regulates Transcription of DNA Repair Genes_Reactome	0	0	0	0	0	0	0	4.88954837989232	0	1	FALSE	4.88954837989232
pyrimidine deoxyribonucleotides de novo biosynthesis_HumanCyc	0	0	0	4.88065301494697	0	0	0	0	0	1	FALSE	4.88065301494697
GRB2 events in ERBB2 signaling_Reactome	0	0	0	4.88065301494697	0	0	0	0	0	1	FALSE	4.88065301494697
Omega-3 fatty acid metabolism_EHMN	0	0	0	4.88065301494697	0	0	0	0	0	1	FALSE	4.88065301494697
pyrimidine deoxyribonucleotides biosynthesis from CTP_HumanCyc	0	0	0	4.88065301494697	0	0	0	0	0	1	FALSE	4.88065301494697
Atorvastatin/Lovastatin/Simvastatin Pathway, Pharmacokinetics_PharmGKB	0	4.88054358176739	0	0	0	0	0	0	0	1	FALSE	4.88054358176739
FGFR4 ligand binding and activation_Reactome	0	4.88054358176739	0	0	0	0	0	0	0	1	FALSE	4.88054358176739
sumoylation by ranbp2 regulates transcriptional repression_BioCarta	0	4.88054358176739	0	0	0	0	0	0	0	1	FALSE	4.88054358176739
CREB3 factors activate genes_Reactome	0	0	0	0	0	0	0	4.87955805546975	0	1	FALSE	4.87955805546975
Orexin and neuropeptides FF and QRFP bind to their respective receptors_Reactome	0	0	0	0	0	0	0	4.87955805546975	0	1	FALSE	4.87955805546975
t cell receptor signaling pathway_BioCarta	0	0	0	0	0	0	0	0	4.85881486321599	1	FALSE	4.85881486321599
Nucleotide-binding Oligomerization Domain (NOD) pathway_Wikipathways	4.835850498561	0	0	0	0	0	0	0	0	1	FALSE	4.835850498561
B cell receptor signaling pathway_KEGG	0	0	0	0	0	4.83257320144359	0	0	0	1	FALSE	4.83257320144359
Insulin Pathway_PID	0	0	0	0	0	4.82817963663667	0	0	0	1	FALSE	4.82817963663667
Pyrimidine metabolism_KEGG	0	0	0	0	0	4.81421606335615	0	0	0	1	FALSE	4.81421606335615
Neural Crest Differentiation_Wikipathways	0	0	0	0	0	4.81421606335615	0	0	0	1	FALSE	4.81421606335615
Aquaporin-mediated transport_Reactome	0	0	0	0	0	4.81341043308745	0	0	0	1	FALSE	4.81341043308745
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein_Reactome	4.81208115344627	0	0	0	0	0	0	0	0	1	FALSE	4.81208115344627
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)_Reactome	0	0	0	0	0	0	0	0	4.81131365204452	1	FALSE	4.81131365204452
Apoptotic execution phase_Reactome	0	0	0	0	0	4.80448909842506	0	0	0	1	FALSE	4.80448909842506
Bisphosphonate Pathway, Pharmacodynamics_PharmGKB	0	0	0	4.79468328207306	0	0	0	0	0	1	FALSE	4.79468328207306
Leptin and adiponectin_Wikipathways	4.79125672609945	0	0	0	0	0	0	0	0	1	FALSE	4.79125672609945
Base-Excision Repair, AP Site Formation_Reactome	4.79125672609945	0	0	0	0	0	0	0	0	1	FALSE	4.79125672609945
Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation_Reactome	4.79125672609945	0	0	0	0	0	0	0	0	1	FALSE	4.79125672609945
Urea cycle_Reactome	4.79125672609945	0	0	0	0	0	0	0	0	1	FALSE	4.79125672609945
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function_Wikipathways	0	0	0	0	4.79078121885407	0	0	0	0	1	FALSE	4.79078121885407
p75NTR regulates axonogenesis_Reactome	0	0	0	0	4.79078121885407	0	0	0	0	1	FALSE	4.79078121885407
Fatty Acid Omega Oxidation_Wikipathways	0	4.78272221721712	0	0	0	0	0	0	0	1	FALSE	4.78272221721712
Sumoylation by RanBP2 regulates transcriptional repression_PID	0	4.78272221721712	0	0	0	0	0	0	0	1	FALSE	4.78272221721712
Fatty acids_Reactome	0	4.78272221721712	0	0	0	0	0	0	0	1	FALSE	4.78272221721712
Phospholipase C-mediated cascade; FGFR4_Reactome	0	4.78272221721712	0	0	0	0	0	0	0	1	FALSE	4.78272221721712
EPO Receptor Signaling_Wikipathways	0	0	0	0	0	4.78055569246115	0	0	0	1	FALSE	4.78055569246115
S1P3 pathway_PID	0	0	0	0	0	4.78055569246115	0	0	0	1	FALSE	4.78055569246115
SUMOylation of chromatin organization proteins_Reactome	0	0	0	0	0	0	4.77413400087541	0	0	1	FALSE	4.77413400087541
Neddylation_Reactome	4.77194184615629	0	0	0	0	0	0	0	0	1	FALSE	4.77194184615629
CDP-diacylglycerol biosynthesis_HumanCyc	0	0	4.77113457894321	0	0	0	0	0	0	1	FALSE	4.77113457894321
Estrogen signaling pathway_KEGG	0	0	0	0	0	4.76865435484327	0	0	0	1	FALSE	4.76865435484327
Valine, leucine and isoleucine degradation_EHMN	0	0	0	0	0	0	0	0	4.76848313560087	1	FALSE	4.76848313560087
Amino sugar and nucleotide sugar metabolism_KEGG	0	0	0	0	0	0	4.76837973121039	0	0	1	FALSE	4.76837973121039
mRNA surveillance pathway_KEGG	0	0	0	0	0	0	0	0	4.7645957694001	1	FALSE	4.7645957694001
Doxorubicin Metabolism Pathway_SMPDB	4.76157907001439	0	0	0	0	0	0	0	0	1	FALSE	4.76157907001439
Interferon gamma signaling_Reactome	0	0	0	0	0	0	4.75245983210974	0	0	1	FALSE	4.75245983210974
T-Cell antigen Receptor (TCR) Signaling Pathway_Wikipathways	0	0	0	0	0	4.73347871927061	0	0	0	1	FALSE	4.73347871927061
Pre-NOTCH Processing in Golgi_Reactome	0	0	0	0	0	0	4.7142594805598	0	0	1	FALSE	4.7142594805598
melatonin degradation I_HumanCyc	0	0	0	0	0	0	4.7142594805598	0	0	1	FALSE	4.7142594805598
terminal O-glycans residues modification_HumanCyc	0	0	0	0	0	0	4.7142594805598	0	0	1	FALSE	4.7142594805598
Signalling to RAS_Reactome	0	0	0	4.71371378529775	0	0	0	0	0	1	FALSE	4.71371378529775
Tie2 Signaling_Reactome	0	0	0	4.71371378529775	0	0	0	0	0	1	FALSE	4.71371378529775
polyadenylation of mrna_BioCarta	0	0	0	0	0	0	0	4.71267573220198	0	1	FALSE	4.71267573220198
Adrenoceptors_Reactome	0	0	0	0	0	0	0	4.71267573220198	0	1	FALSE	4.71267573220198
PI3K/AKT activation_Reactome	0	0	0	0	0	0	0	4.71267573220198	0	1	FALSE	4.71267573220198
Acyl chain remodelling of PS_Reactome	0	0	4.70816523107694	0	0	0	0	0	0	1	FALSE	4.70816523107694
TCA cycle_HumanCyc	0	0	0	0	0	0	0	0	4.70073650577037	1	FALSE	4.70073650577037
fatty acid &beta;-oxidation (peroxisome)_HumanCyc	0	0	0	0	0	0	0	0	4.70073650577037	1	FALSE	4.70073650577037
MAPK Cascade_Wikipathways	0	0	0	0	0	4.69573667053577	0	0	0	1	FALSE	4.69573667053577
RNA degradation_KEGG	4.69514913855916	0	0	0	0	0	0	0	0	1	FALSE	4.69514913855916
Codeine and Morphine Metabolism_Wikipathways	0	4.69132652224011	0	0	0	0	0	0	0	1	FALSE	4.69132652224011
Phospholipase C-mediated cascade: FGFR1_Reactome	0	4.69132652224011	0	0	0	0	0	0	0	1	FALSE	4.69132652224011
FGFR1 ligand binding and activation_Reactome	0	4.69132652224011	0	0	0	0	0	0	0	1	FALSE	4.69132652224011
ncRNAs involved in Wnt signaling in hepatocellular carcinoma_Wikipathways	0	0	0	0	0	4.68316534194875	0	0	0	1	FALSE	4.68316534194875
Degradation of beta catenin_PID	0	0	0	0	0	4.6772315797979	0	0	0	1	FALSE	4.6772315797979
PKA-mediated phosphorylation of CREB_Reactome	0	0	0	0	0	4.6772315797979	0	0	0	1	FALSE	4.6772315797979
G2/M Checkpoints_Reactome	4.67575823996577	0	0	0	0	0	0	0	0	1	FALSE	4.67575823996577
tRNA modification in the nucleus and cytosol_Reactome	4.66792524476518	0	0	0	0	0	0	0	0	1	FALSE	4.66792524476518
Progesterone-mediated oocyte maturation_KEGG	4.65936184448971	0	0	0	0	0	0	0	0	1	FALSE	4.65936184448971
Signaling by FGFR3_Reactome	0	0	0	0	0	0	0	0	4.6558545850651	1	FALSE	4.6558545850651
Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin_SMPDB	0	0	0	0	4.64165366867421	0	0	0	0	1	FALSE	4.64165366867421
Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone_SMPDB	0	0	0	0	4.64165366867421	0	0	0	0	1	FALSE	4.64165366867421
Liver X Receptor Pathway_Wikipathways	0	0	0	0	4.64165366867421	0	0	0	0	1	FALSE	4.64165366867421
Pantothenate and CoA biosynthesis_KEGG	0	0	0	4.63720349164599	0	0	0	0	0	1	FALSE	4.63720349164599
Nucleotide Metabolism_Wikipathways	0	0	0	4.63720349164599	0	0	0	0	0	1	FALSE	4.63720349164599
Metabolism of porphyrins_Reactome	0	0	0	4.63720349164599	0	0	0	0	0	1	FALSE	4.63720349164599
Gastrin-CREB signalling pathway via PKC and MAPK_Reactome	0	0	0	4.63720349164599	0	0	0	0	0	1	FALSE	4.63720349164599
Cellular roles of Anthrax toxin_PID	0	0	0	0	0	0	0	0	4.63663432926673	1	FALSE	4.63663432926673
Valine Leucine Isoleucine degradation_INOH	0	0	0	0	0	4.63289031371288	0	0	0	1	FALSE	4.63289031371288
O-Glycan biosynthesis_EHMN	0	0	0	0	0	0	0	0	4.62744432152982	1	FALSE	4.62744432152982
Nucleobase catabolism_Reactome	0	0	0	0	0	0	0	0	4.62744432152982	1	FALSE	4.62744432152982
Activated point mutants of FGFR2_Reactome	0	4.60557679067594	0	0	0	0	0	0	0	1	FALSE	4.60557679067594
FGFR2 mutant receptor activation_Reactome	0	4.60557679067594	0	0	0	0	0	0	0	1	FALSE	4.60557679067594
Regulation of RUNX1 Expression and Activity_Reactome	0	4.60557679067594	0	0	0	0	0	0	0	1	FALSE	4.60557679067594
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription_Reactome	0	0	0	0	0	0	0	0	4.60288766162583	1	FALSE	4.60288766162583
NOTCH3 Activation and Transmission of Signal to the Nucleus_Reactome	0	0	0	0	0	0	0	0	4.60288766162583	1	FALSE	4.60288766162583
HS-GAG biosynthesis_Reactome	0	0	0	0	0	0	0	0	4.59227317870976	1	FALSE	4.59227317870976
Alpha9 beta1 integrin signaling events_PID	0	0	4.5901922080945	0	0	0	0	0	0	1	FALSE	4.5901922080945
Wnt signaling network_PID	0	0	0	0	0	0	0	0	4.59006705083096	1	FALSE	4.59006705083096
Prefoldin mediated transfer of substrate  to CCT/TriC_Reactome	0	0	0	0	0	0	0	0	4.59006705083096	1	FALSE	4.59006705083096
Protein ubiquitination_Reactome	4.58102526437931	0	0	0	0	0	0	0	0	1	FALSE	4.58102526437931
ECM-receptor interaction_KEGG	0	0	0	0	0	0	0	0	4.5707475809952	1	FALSE	4.5707475809952
Gene Silencing by RNA_Reactome	0	4.56565028471099	0	0	0	0	0	0	0	1	FALSE	4.56565028471099
Vinka Alkaloid Pathway, Pharmacokinetics_PharmGKB	0	0	0	0	0	0	0	4.56371330698208	0	1	FALSE	4.56371330698208
Vincristine Action Pathway_SMPDB	0	0	0	0	0	0	0	4.56371330698208	0	1	FALSE	4.56371330698208
Vindesine Action Pathway_SMPDB	0	0	0	0	0	0	0	4.56371330698208	0	1	FALSE	4.56371330698208
Degradation of AXIN_Reactome	0	0	0	0	0	0	0	4.56371330698208	0	1	FALSE	4.56371330698208
Oxidative phosphorylation_Wikipathways	4.56052564941955	0	0	0	0	0	0	0	0	1	FALSE	4.56052564941955
G13 Signaling Pathway_Wikipathways	0	0	0	0	0	4.55310523228525	0	0	0	1	FALSE	4.55310523228525
Fluoropyrimidine Activity_Wikipathways	4.54610767674118	0	0	0	0	0	0	0	0	1	FALSE	4.54610767674118
Lactose Degradation_SMPDB	0	0	0	0	0	0	0	0	4.54602533489201	1	FALSE	4.54602533489201
Lactose Intolerance_SMPDB	0	0	0	0	0	0	0	0	4.54602533489201	1	FALSE	4.54602533489201
RHO GTPases activate KTN1_Reactome	0	0	0	0	0	0	0	0	4.54602533489201	1	FALSE	4.54602533489201
Sodium/Calcium exchangers_Reactome	0	0	0	0	0	0	0	0	4.54602533489201	1	FALSE	4.54602533489201
epo signaling pathway_BioCarta	0	0	0	0	0	0	0	0	4.54602533489201	1	FALSE	4.54602533489201
RHO GTPases activate IQGAPs_Reactome	0	0	0	0	0	0	0	0	4.54602533489201	1	FALSE	4.54602533489201
Dopaminergic Neurogenesis_Wikipathways	0	0	0	0	0	0	4.53526179208281	0	0	1	FALSE	4.53526179208281
Unfolded Protein Response (UPR)_Reactome	0	0	0	0	0	4.52578739789071	0	0	0	1	FALSE	4.52578739789071
nf-kb signaling pathway_BioCarta	0	0	0	0	0	4.52578739789071	0	0	0	1	FALSE	4.52578739789071
Tamoxifen Pathway, Pharmacokinetics_PharmGKB	0	4.52482714030021	0	0	0	0	0	0	0	1	FALSE	4.52482714030021
