pathway	pvalue	fdr
telomeres telomerase cellular aging and immortality_BioCarta	1	1
cyclin e destruction pathway_BioCarta	1	1
repression of pain sensation by the transcriptional regulator dream_BioCarta	1	1
human cytomegalovirus and map kinase pathways_BioCarta	1	1
role of egf receptor transactivation by gpcrs in cardiac hypertrophy_BioCarta	1	1
srebp control of lipid synthesis_BioCarta	1	1
Biosynthesis of DPAn-3-derived protectins and resolvins_Reactome	1	1
Chemokine receptors bind chemokines_Reactome	1	1
cell cycle: g2/m checkpoint_BioCarta	1	1
generation of amyloid b-peptide by ps1_BioCarta	1	1
cell to cell adhesion signaling_BioCarta	1	1
regulation of transcriptional activity by pml_BioCarta	1	1
role of ran in mitotic spindle regulation_BioCarta	1	1
Biosynthesis of DPAn-3-derived 13-series resolvins_Reactome	1	1
Biosynthesis of DPAn-3 SPMs_Reactome	1	1
Biosynthesis of DPA-derived SPMs_Reactome	1	1
Biosynthesis of specialized proresolving mediators (SPMs)_Reactome	1	1
AKT phosphorylates targets in the nucleus_Reactome	1	1
brca1 dependent ub ligase activity_BioCarta	1	1
transcription factor creb and its extracellular signals_BioCarta	1	1
The fatty acid cycling model_Reactome	1	1
regulation of ck1/cdk5 by type 1 glutamate receptors_BioCarta	1	1
the prc2 complex sets long-term gene silencing through modification of histone tails_BioCarta	1	1
ucalpain and friends in cell spread_BioCarta	1	1
spliceosomal assembly_BioCarta	1	1
polyadenylation of mrna_BioCarta	1	1
chromatin remodeling by hswi/snf atp-dependent complexes_BioCarta	1	1
The proton buffering model_Reactome	1	1
Mitochondrial Uncoupling Proteins_Reactome	1	1
Canonical Wnt signaling pathway_PID	1	1
regulation of p27 phosphorylation during cell cycle progression_BioCarta	1	1
apoptotic signaling in response to dna damage_BioCarta	1	1
lissencephaly gene (lis1) in neuronal migration and development_BioCarta	1	1
mapkinase signaling pathway_BioCarta	1	1
Rapoport-Luebering glycolytic shunt_HumanCyc	1	1
Tachykinin receptors bind tachykinins_Reactome	1	1
melanocyte development and pigmentation pathway_BioCarta	1	1
tnfr2 signaling pathway_BioCarta	1	1
RHO GTPases Activate Formins_Reactome	1	1
stat3 signaling pathway_BioCarta	1	1
ifn gamma signaling pathway_BioCarta	1	1
il-7 signal transduction_BioCarta	1	1
hemoglobins chaperone_BioCarta	1	1
hiv-1 defeats host-mediated resistance by cem15_BioCarta	1	1
neuroregulin receptor degredation protein-1 controls erbb3 receptor recycling_BioCarta	1	1
granzyme a mediated apoptosis pathway_BioCarta	1	1
Transport of fatty acids_Reactome	1	1
role of mitochondria in apoptotic signaling_BioCarta	1	1
tsp-1 induced apoptosis in microvascular endothelial cell_BioCarta	1	1
angiotensin ii mediated activation of jnk pathway via pyk2 dependent signaling_BioCarta	1	1
stathmin and breast cancer resistance to antimicrotubule agents_BioCarta	1	1
basic mechanism of action of ppara pparb(d) and pparg and effects on gene expression_BioCarta	1	1
endocytotic role of ndk phosphins and dynamin_BioCarta	1	1
taurine biosynthesis_HumanCyc	1	1
cd40l signaling pathway_BioCarta	1	1
Vasopressin-like receptors_Reactome	1	1
phospholipase c signaling pathway_BioCarta	1	1
ras signaling pathway_BioCarta	1	1
cxcr4 signaling pathway_BioCarta	1	1
corticosteroids and cardioprotection_BioCarta	1	1
regulation of map kinase pathways through dual specificity phosphatases_BioCarta	1	1
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA_Reactome	1	1
overview of telomerase rna component gene hterc transcriptional regulation_BioCarta	1	1
atm signaling pathway_BioCarta	1	1
Pregnenolone biosynthesis_Reactome	1	1
lck and fyn tyrosine kinases in initiation of tcr activation_BioCarta	1	1
role of mef2d in t-cell apoptosis_BioCarta	1	1
Sodium/Calcium exchangers_Reactome	1	1
Pre-NOTCH Processing in the Endoplasmic Reticulum_Reactome	1	1
2,-deoxy-&alpha;-D-ribose 1-phosphate degradation_HumanCyc	1	1
yaci and bcma stimulation of b cell immune responses_BioCarta	1	1
proteolysis and signaling pathway of notch_BioCarta	1	1
control of skeletal myogenesis by hdac and calcium/calmodulin-dependent kinase (camk)_BioCarta	1	1
il22 soluble receptor signaling pathway_BioCarta	1	1
Inositol transporters_Reactome	1	1
inhibition of huntingtons disease neurodegeneration by histone deacetylase inhibitors_BioCarta	1	1
phospholipase c delta in phospholipid associated cell signaling_BioCarta	1	1
cystic fibrosis transmembrane conductance regulator (cftr) and beta 2 adrenergic receptor (b2ar) pathway_BioCarta	1	1
Vitamin B5 (pantothenate) metabolism_Reactome	1	1
il-10 anti-inflammatory signaling pathway_BioCarta	1	1
acetylation and deacetylation of rela in nucleus_BioCarta	1	1
signal dependent regulation of myogenesis by corepressor mitr_BioCarta	1	1
PTK6 Regulates Proteins Involved in RNA Processing_Reactome	1	1
induction of apoptosis through dr3 and dr4/5 death receptors_BioCarta	1	1
platelet amyloid precursor protein pathway_BioCarta	1	1
cadmium induces dna synthesis and proliferation in macrophages_BioCarta	1	1
regulation of bad phosphorylation_BioCarta	1	1
multiple antiapoptotic pathways from igf-1r signaling lead to bad phosphorylation_BioCarta	1	1
ccr3 signaling in eosinophils_BioCarta	1	1
how does salmonella hijack a cell_BioCarta	1	1
pten dependent cell cycle arrest and apoptosis_BioCarta	1	1
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis_HumanCyc	1	1
transcription regulation by methyltransferase of carm1_BioCarta	1	1
activation of csk by camp-dependent protein kinase inhibits signaling through the t cell receptor_BioCarta	1	1
hiv-1 nef: negative effector of fas and tnf_BioCarta	1	1
Orexin and neuropeptides FF and QRFP bind to their respective receptors_Reactome	1	1
pkc-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase_BioCarta	1	1
MET activates RAP1 and RAC1_Reactome	1	1
tnf/stress related signaling_BioCarta	1	1
b cell survival pathway_BioCarta	1	1
the 41bb-dependent immune response_BioCarta	1	1
nf-kb signaling pathway_BioCarta	1	1
mcalpain and friends in cell motility_BioCarta	1	1
west nile virus_BioCarta	1	1
NTF4 activates NTRK2 (TRKB) signaling_Reactome	1	1
effects of calcineurin in keratinocyte differentiation_BioCarta	1	1
Formyl peptide receptors bind formyl peptides and many other ligands_Reactome	1	1
apoptotic dna-fragmentation and tissue homeostasis_BioCarta	1	1
signaling pathway from g-protein families_BioCarta	1	1
il 6 signaling pathway_BioCarta	1	1
thrombin signaling and protease-activated receptors_BioCarta	1	1
g-secretase mediated erbb4 signaling pathway_BioCarta	1	1
map kinase inactivation of smrt corepressor_BioCarta	1	1
d4gdi signaling pathway_BioCarta	1	1
role of mal in rho-mediated activation of srf_BioCarta	1	1
Relaxin receptors_Reactome	1	1
Peptide ligand-binding receptors_Reactome	1	1
e2f1 destruction pathway_BioCarta	1	1
NrCAM interactions_Reactome	1	1
multi-step regulation of transcription by pitx2_BioCarta	1	1
Recognition and association of DNA glycosylase with site containing an affected pyrimidine_Reactome	1	1
sprouty regulation of tyrosine kinase signals_BioCarta	1	1
no2-dependent il-12 pathway in nk cells_BioCarta	1	1
role of ppar-gamma coactivators in obesity and thermogenesis_BioCarta	1	1
RNA Polymerase I Promoter Escape_Reactome	1	1
D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation_HumanCyc	1	1
superpathway of D-<i>myo</i>-inositol (1,4,5)-trisphosphate metabolism_HumanCyc	1	1
stress induction of hsp regulation_BioCarta	1	1
eukaryotic protein translation_BioCarta	1	1
fmlp induced chemokine gene expression in hmc-1 cells_BioCarta	1	1
cbl mediated ligand-induced downregulation of egf receptors pathway_BioCarta	1	1
phosphorylation of mek1 by cdk5/p35 down regulates the map kinase pathway_BioCarta	1	1
sodd/tnfr1 signaling pathway_BioCarta	1	1
antigen processing and presentation_BioCarta	1	1
attenuation of gpcr signaling_BioCarta	1	1
-arrestins in gpcr desensitization_BioCarta	1	1
trka receptor signaling pathway_BioCarta	1	1
PTK6 promotes HIF1A stabilization_Reactome	1	1
insulin signaling pathway_BioCarta	1	1
il 3 signaling pathway_BioCarta	1	1
transcriptional activation of dbpb from mrna_BioCarta	1	1
Adrenaline,noradrenaline inhibits insulin secretion_Reactome	1	1
t cell receptor signaling pathway_BioCarta	1	1
ifn alpha signaling pathway_BioCarta	1	1
pyrimidine deoxyribonucleosides degradation_HumanCyc	1	1
Muscarinic acetylcholine receptors_Reactome	1	1
rb tumor suppressor/checkpoint signaling in response to dna damage_BioCarta	1	1
Proton-coupled monocarboxylate transport_Reactome	1	1
bcr signaling pathway_BioCarta	1	1
rac1 cell motility signaling pathway_BioCarta	1	1
Activation of the pre-replicative complex_Reactome	1	1
HIF-1-alpha transcription factor network_PID	1	1
bone remodeling_BioCarta	1	1
PTK6 Down-Regulation_Reactome	1	1
erk1/erk2 mapk signaling pathway_BioCarta	1	1
Downstream signaling events of B Cell Receptor (BCR)_Reactome	1	1
opposing roles of aif in apoptosis and cell survival_BioCarta	1	1
role of erbb2 in signal transduction and oncology_BioCarta	1	1
Adrenoceptors_Reactome	1	1
cdk regulation of dna replication_BioCarta	1	1
keratinocyte differentiation_BioCarta	1	1
ctcf: first multivalent nuclear factor_BioCarta	1	1
internal ribosome entry pathway_BioCarta	1	1
toll-like receptor pathway_BioCarta	1	1
Acetylcholine regulates insulin secretion_Reactome	1	1
Free fatty acids regulate insulin secretion_Reactome	1	1
Dopamine receptors_Reactome	1	1
Activation of RAC1_Reactome	1	1
Synthesis of PC_Reactome	1	1
PTK6 Expression_Reactome	1	1
E2F mediated regulation of DNA replication_Reactome	1	1
Mineralocorticoid biosynthesis_Reactome	1	1
Histamine receptors_Reactome	1	1
Acyl chain remodeling of CL_Reactome	1	1
Processing and activation of SUMO_Reactome	1	1
<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation_HumanCyc	1	1
PI and PC transport between ER and Golgi membranes_Reactome	1	1
Serotonin receptors_Reactome	1	1
Amine ligand-binding receptors_Reactome	1	1
Regulation of commissural axon pathfinding by SLIT and ROBO_Reactome	1	1
NOTCH2 intracellular domain regulates transcription_Reactome	1	1
Transport of vitamins, nucleosides, and related molecules_Reactome	1	1
Metabolism of ingested MeSeO2H into MeSeH_Reactome	1	1
phosphatidylserine biosynthesis I_HumanCyc	1	1
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion_Reactome	1	1
Regulation of insulin secretion_Reactome	1	1
PTK6 Activates STAT3_Reactome	1	1
Nuclear Events (kinase and transcription factor activation)_Reactome	1	1
Hormone ligand-binding receptors_Reactome	1	1
<i>S</i>-methyl-5,-thioadenosine degradation_HumanCyc	1	1
Androgen biosynthesis_Reactome	1	1
Inactivation of CDC42 and RAC1_Reactome	1	1
Cleavage of the damaged pyrimidine _Reactome	1	1
Depyrimidination_Reactome	1	1
Base-Excision Repair, AP Site Formation_Reactome	1	1
Electric Transmission Across Gap Junctions_Reactome	1	1
Transmission across Electrical Synapses _Reactome	1	1
DNA replication initiation_Reactome	1	1
Receptor Mediated Mitophagy_Reactome	1	1
Molybdenum cofactor biosynthesis_Reactome	1	1
Nucleobase biosynthesis_Reactome	1	1
CD22 mediated BCR regulation_Reactome	1	1
ketolysis_HumanCyc	1	1
Estrogen biosynthesis_Reactome	1	1
Metabolism of steroid hormones_Reactome	1	1
Metabolism of steroids_Reactome	1	1
Synthesis of Ketone Bodies_Reactome	1	1
Nucleotide-like (purinergic) receptors_Reactome	1	1
Platelet Adhesion to exposed collagen_Reactome	1	1
Hydroxycarboxylic acid-binding receptors_Reactome	1	1
Noncanonical activation of NOTCH3_Reactome	1	1
Utilization of Ketone Bodies_Reactome	1	1
Ketone body metabolism_Reactome	1	1
Lysosphingolipid and LPA receptors_Reactome	1	1
Synaptic adhesion-like molecules_Reactome	1	1
Opsins_Reactome	1	1
Proton-coupled neutral amino acid transporters_Reactome	1	1
Unwinding of DNA_Reactome	1	1
Endosomal/Vacuolar pathway_Reactome	1	1
GP1b-IX-V activation signalling_Reactome	1	1
Signal amplification_Reactome	1	1
Disassembly of the destruction complex and recruitment of AXIN to the membrane_Reactome	1	1
Beta defensins_Reactome	1	1
Synthesis of PE_Reactome	1	1
Pyrimidine salvage_Reactome	1	1
Nucleotide salvage_Reactome	1	1
Free fatty acid receptors_Reactome	1	1
Ubiquinol biosynthesis_Reactome	1	1
RNA Polymerase II Promoter Escape_Reactome	1	1
EGFR interacts with phospholipase C-gamma_Reactome	1	1
NOTCH3 Intracellular Domain Regulates Transcription_Reactome	1	1
NADPH regeneration_Reactome	1	1
Signaling by NOTCH4_Reactome	1	1
RNA Polymerase I Chain Elongation_Reactome	1	1
Anchoring fibril formation_Reactome	1	1
Erythrocytes take up oxygen and release carbon dioxide_Reactome	1	1
Polymerase switching_Reactome	1	1
Leading Strand Synthesis_Reactome	1	1
mets affect on macrophage differentiation_BioCarta	1	1
Thrombin signalling through proteinase activated receptors (PARs)_Reactome	1	1
tRNA processing in the mitochondrion_Reactome	1	1
Citrate cycle_INOH	1	1
glutaryl-CoA degradation_HumanCyc	1	1
basic mechanisms of sumoylation_BioCarta	1	1
APOBEC3G mediated resistance to HIV-1 infection_Reactome	1	1
Alpha-defensins_Reactome	1	1
Defensins_Reactome	1	1
TP53 Regulates Metabolic Genes_Reactome	1	1
Hedgehog_NetPath	1	1
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate_Reactome	1	1
Release of Hh-Np from the secreting cell_Reactome	1	1
Diseases of metabolism_Reactome	1	1
Cysteine formation from homocysteine_Reactome	1	1
Glucagon-type ligand receptors_Reactome	1	1
PDGF_INOH	1	1
Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation_Reactome	1	1
Metabolism of cofactors_Reactome	1	1
Removal of the Flap Intermediate_Reactome	1	1
Processive synthesis on the lagging strand_Reactome	1	1
Lagging Strand Synthesis_Reactome	1	1
DNA strand elongation_Reactome	1	1
Meiotic recombination_Reactome	1	1
MTF1 activates gene expression_Reactome	1	1
Response to metal ions_Reactome	1	1
the co-stimulatory signal during t-cell activation_BioCarta	1	1
POLB-Dependent Long Patch Base Excision Repair_Reactome	1	1
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation_Reactome	1	1
superpathway of choline degradation to L-serine_HumanCyc	1	1
regulation of spermatogenesis by crem_BioCarta	1	1
Class C/3 (Metabotropic glutamate/pheromone receptors)_Reactome	1	1
ceramide signaling pathway_BioCarta	1	1
epo signaling pathway_BioCarta	1	1
SUMOylation_Reactome	1	1
RNA Polymerase III Transcription Termination_Reactome	1	1
nerve growth factor pathway (ngf)_BioCarta	1	1
skeletal muscle hypertrophy is regulated via akt-mtor pathway_BioCarta	1	1
heme degradation_HumanCyc	1	1
Establishment of Sister Chromatid Cohesion_Reactome	1	1
Meiotic synapsis_Reactome	1	1
Meiosis_Reactome	1	1
D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis_HumanCyc	1	1
GPVI-mediated activation cascade_Reactome	1	1
regulation of eif2_BioCarta	1	1
G2 Phase_Reactome	1	1
Phase 4 - resting membrane potential_Reactome	1	1
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3_Reactome	1	1
Adrenaline signalling through Alpha-2 adrenergic receptor_Reactome	1	1
Platelet Aggregation (Plug Formation)_Reactome	1	1
PCNA-Dependent Long Patch Base Excision Repair_Reactome	1	1
Resolution of AP sites via the multiple-nucleotide patch replacement pathway_Reactome	1	1
Resolution of Abasic Sites (AP sites)_Reactome	1	1
Base Excision Repair_Reactome	1	1
Nucleosome assembly_Reactome	1	1
Folate metabolism_INOH	1	1
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release_Reactome	1	1
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening_Reactome	1	1
NGF processing_Reactome	1	1
Expression and Processing of Neurotrophins_Reactome	1	1
HATs acetylate histones_Reactome	1	1
Effects of PIP2 hydrolysis_Reactome	1	1
glutamine biosynthesis_HumanCyc	1	1
Phase 0 - rapid depolarisation_Reactome	1	1
the visual cycle I (vertebrates)_HumanCyc	1	1
TRKA activation by NGF_Reactome	1	1
gata3 participate in activating the th2 cytokine genes expression_BioCarta	1	1
glycolysis_HumanCyc	1	1
Phase 1 - inactivation of fast Na+ channels_Reactome	1	1
tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate_HumanCyc	1	1
IL-10 signaling_INOH	1	1
Disinhibition of SNARE formation_Reactome	1	1
Intracellular oxygen transport_Reactome	1	1
Signaling by NODAL_Reactome	1	1
purine ribonucleosides degradation to ribose-1-phosphate_HumanCyc	1	1
Telomere Extension By Telomerase_Reactome	1	1
Phase 2 - plateau phase_Reactome	1	1
ethanol degradation II_HumanCyc	1	1
RNA Polymerase III Chain Elongation_Reactome	1	1
Phase 3 - rapid repolarisation_Reactome	1	1
alanine biosynthesis/degradation_HumanCyc	1	1
glycine biosynthesis_HumanCyc	1	1
TP53 Regulates Transcription of Caspase Activators and Caspases_Reactome	1	1
aspirin blocks signaling pathway involved in platelet activation_BioCarta	1	1
egf signaling pathway_BioCarta	1	1
Fas_INOH	1	1
chaperones modulate interferon signaling pathway_BioCarta	1	1
D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate biosynthesis_HumanCyc	1	1
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes_Reactome	1	1
Cyclin A/B1/B2 associated events during G2/M transition_Reactome	1	1
Telomere C-strand synthesis initiation_Reactome	1	1
lipoate biosynthesis and incorporation_HumanCyc	1	1
aspartate biosynthesis_HumanCyc	1	1
DARPP-32 events_Reactome	1	1
p38MAPK events_Reactome	1	1
Signalling to RAS_Reactome	1	1
Activation of Na-permeable kainate receptors_Reactome	1	1
cardiac protection against ros_BioCarta	1	1
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation_Reactome	1	1
RHO GTPases regulate CFTR trafficking_Reactome	1	1
androgen biosynthesis_HumanCyc	1	1
regulation of pgc-1a_BioCarta	1	1
RIP-mediated NFkB activation via ZBP1_Reactome	1	1
tRNA processing in the nucleus_Reactome	1	1
A third proteolytic cleavage releases NICD_Reactome	1	1
Macroautophagy_Reactome	1	1
Signalling to p38 via RIT and RIN_Reactome	1	1
Synthesis of PI_Reactome	1	1
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain_Reactome	1	1
Cargo concentration in the ER_Reactome	1	1
mTOR signaling pathway_PID	1	1
Synthesis of Dolichyl-phosphate_Reactome	1	1
Methionine Cysteine metabolism_INOH	1	1
Regulation of Glucokinase by Glucokinase Regulatory Protein_Reactome	1	1
Glycolysis_Reactome	1	1
Aurora A signaling_PID	1	1
GPCR Adenosine A2A receptor_INOH	1	1
sumoylation by ranbp2 regulates transcriptional repression_BioCarta	1	1
Lipid particle organization_Reactome	1	1
Interleukin-23 signaling_Reactome	1	1
erythropoietin mediated neuroprotection through nf-kb_BioCarta	1	1
Regulation of KIT signaling_Reactome	1	1
RHO GTPases Activate NADPH Oxidases_Reactome	1	1
estrogen responsive protein efp controls cell cycle and breast tumors growth_BioCarta	1	1
Frs2-mediated activation_Reactome	1	1
anthrax toxin mechanism of action_BioCarta	1	1
Synthesis of UDP-N-acetyl-glucosamine_Reactome	1	1
thyronamine and iodothyronamine metabolism_HumanCyc	1	1
Visual signal transduction: Cones_PID	1	1
p38 mapk signaling pathway_BioCarta	1	1
Nuclear Pore Complex (NPC) Disassembly_Reactome	1	1
Removal of the Flap Intermediate from the C-strand_Reactome	1	1
Processive synthesis on the C-strand of the telomere_Reactome	1	1
Telomere C-strand (Lagging Strand) Synthesis_Reactome	1	1
Extension of Telomeres_Reactome	1	1
MAPK1 (ERK2) activation_Reactome	1	1
RAF-independent MAPK1/3 activation_Reactome	1	1
mitochondrial L-carnitine shuttle_HumanCyc	1	1
Synthesis of GDP-mannose_Reactome	1	1
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest_Reactome	1	1
GLI proteins bind promoters of Hh responsive genes to promote transcription_Reactome	1	1
Synthesis of dolichyl-phosphate mannose_Reactome	1	1
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation_Reactome	1	1
Prolonged ERK activation events_Reactome	1	1
Signalling to ERKs_Reactome	1	1
Synthesis of dolichyl-phosphate-glucose_Reactome	1	1
PLC-gamma1 signalling_Reactome	1	1
DCC mediated attractive signaling_Reactome	1	1
Packaging Of Telomere Ends_Reactome	1	1
Telomere Maintenance_Reactome	1	1
Chromosome Maintenance_Reactome	1	1
Bicarbonate transporters_Reactome	1	1
SMAC binds to IAPs _Reactome	1	1
ERKs are inactivated_Reactome	1	1
Signaling by NTRK1 (TRKA)_Reactome	1	1
4-hydroxybenzoate biosynthesis_HumanCyc	1	1
TAK1 activates NFkB by phosphorylation and activation of IKKs complex_Reactome	1	1
GPCR GroupI metabotropic glutamate receptor_INOH	1	1
Netrin mediated repulsion signals_Reactome	1	1
BDNF activates NTRK2 (TRKB) signaling_Reactome	1	1
Glyoxylate metabolism and glycine degradation_Reactome	1	1
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest_Reactome	1	1
FasL/ CD95L signaling_Reactome	1	1
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1_Reactome	1	1
NTF3 activates NTRK2 (TRKB) signaling_Reactome	1	1
Role of second messengers in netrin-1 signaling_Reactome	1	1
tpo signaling pathway_BioCarta	1	1
Glutamate Glutamine metabolism_INOH	1	1
Extrinsic Pathway of Fibrin Clot Formation_Reactome	1	1
Purine salvage_Reactome	1	1
Cellular hexose transport_Reactome	1	1
Transport of Mature mRNA derived from an Intron-Containing Transcript_Reactome	1	1
Nef mediated downregulation of CD28 cell surface expression_Reactome	1	1
WNT5A-dependent internalization of FZD4_Reactome	1	1
activated TAK1 mediates p38 MAPK activation_Reactome	1	1
WNT5A-dependent internalization of FZD2, FZD5 and ROR2_Reactome	1	1
Activated NTRK2 signals through RAS_Reactome	1	1
Synthesis of PIPs at the ER membrane_Reactome	1	1
inositol pyrophosphates biosynthesis_HumanCyc	1	1
Validated nuclear estrogen receptor beta network_PID	1	1
CHL1 interactions_Reactome	1	1
Activated NTRK2 signals through PLCG1_Reactome	1	1
Nef mediated downregulation of MHC class I complex cell surface expression_Reactome	1	1
Triglyceride biosynthesis_Reactome	1	1
cdc25 and chk1 regulatory pathway in response to dna damage_BioCarta	1	1
Activated NTRK2 signals through FYN_Reactome	1	1
ca-calmodulin-dependent protein kinase activation_BioCarta	1	1
D-<i>myo</i>-inositol-5-phosphate metabolism_HumanCyc	1	1
links between pyk2 and map kinases_BioCarta	1	1
Interleukin-10 signaling_Reactome	1	1
CREB phosphorylation_Reactome	1	1
role of nicotinic acetylcholine receptors in the regulation of apoptosis_BioCarta	1	1
IL1-mediated signaling events_PID	1	1
Activated NTRK2 signals through CDK5_Reactome	1	1
Signaling by NTRK2 (TRKB)_Reactome	1	1
Signaling by NTRKs_Reactome	1	1
Golgi Cisternae Pericentriolar Stack Reorganization_Reactome	1	1
Neurofascin interactions_Reactome	1	1
phospholipids as signalling intermediaries_BioCarta	1	1
TNFR1-induced NFkappaB signaling pathway_Reactome	1	1
leukotriene biosynthesis_HumanCyc	1	1
Sema4D mediated inhibition of cell attachment and migration_Reactome	1	1
UDP-D-xylose and UDP-D-glucuronate biosynthesis_HumanCyc	1	1
segmentation clock_BioCarta	1	1
TNFR1-induced proapoptotic signaling_Reactome	1	1
ERK/MAPK targets_Reactome	1	1
Nef and signal transduction_Reactome	1	1
pregnenolone biosynthesis_HumanCyc	1	1
ion channels and their functional role in vascular endothelium_BioCarta	1	1
Triglyceride catabolism_Reactome	1	1
Triglyceride metabolism_Reactome	1	1
ROBO receptors bind AKAP5_Reactome	1	1
il 4 signaling pathway_BioCarta	1	1
Intrinsic Pathway of Fibrin Clot Formation_Reactome	1	1
Inhibition of Host mRNA Processing and RNA Silencing_Reactome	1	1
TNFR1-mediated ceramide production_Reactome	1	1
putrescine biosynthesis II_HumanCyc	1	1
Activation of the AP-1 family of transcription factors_Reactome	1	1
MAPK targets/ Nuclear events mediated by MAP kinases_Reactome	1	1
MET activates STAT3_Reactome	1	1
estradiol biosynthesis I_HumanCyc	1	1
Synthesis of IP3 and IP4 in the cytosol_Reactome	1	1
DroToll-like_INOH	1	1
Adenylate cyclase inhibitory pathway_Reactome	1	1
Inhibition of adenylate cyclase pathway_Reactome	1	1
the information processing pathway at the ifn beta enhancer_BioCarta	1	1
overview of telomerase protein component gene htert transcriptional regulation_BioCarta	1	1
LPA4-mediated signaling events_PID	1	1
Interaction between L1 and Ankyrins_Reactome	1	1
Vitamin D (calciferol) metabolism_Reactome	1	1
Glycine Serine metabolism_INOH	1	1
Tie2 Signaling_Reactome	1	1
signal transduction through il1r_BioCarta	1	1
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane_Reactome	1	1
Integrin signaling_Reactome	1	1
Phenylalanine degradation_INOH	1	1
mineralocorticoid biosynthesis_HumanCyc	1	1
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits_Reactome	1	1
Activation of GABAB receptors_Reactome	1	1
TP53 Regulates Transcription of DNA Repair Genes_Reactome	1	1
progesterone biosynthesis_HumanCyc	1	1
superpathway of steroid hormone biosynthesis_HumanCyc	1	1
TYSND1 cleaves peroxisomal proteins_Reactome	1	1
Synthesis of IPs in the nucleus_Reactome	1	1
PECAM1 interactions_Reactome	1	1
Regulation of TP53 Expression_Reactome	1	1
TNF signaling_Reactome	1	1
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)_HumanCyc	1	1
Circadian rhythm pathway_PID	1	1
<i>N</i>-acetylglucosamine degradation II_HumanCyc	1	1
Ca2+ pathway_Reactome	1	1
ErbB2/ErbB3 signaling events_PID	1	1
ADP signalling through P2Y purinoceptor 1_Reactome	1	1
Insulin processing_Reactome	1	1
fosb gene expression and drug abuse_BioCarta	1	1
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion_Reactome	1	1
Arachidonate production from DAG_Reactome	1	1
Signaling by activated point mutants of FGFR3_Reactome	1	1
nfkb activation by nontypeable hemophilus influenzae_BioCarta	1	1
cholesterol biosynthesis II (via 24,25-dihydrolanosterol)_HumanCyc	1	1
dopamine degradation_HumanCyc	1	1
chrebp regulation by carbohydrates and camp_BioCarta	1	1
Assembly of active LPL and LIPC lipase complexes_Reactome	1	1
deregulation of cdk5 in alzheimers disease_BioCarta	1	1
TRAIL  signaling_Reactome	1	1
acyl-CoA hydrolysis_HumanCyc	1	1
degradation of the rar and rxr by the proteasome_BioCarta	1	1
Carnitine synthesis_Reactome	1	1
IL2 signaling events mediated by STAT5_PID	1	1
Sema3A PAK dependent Axon repulsion_Reactome	1	1
triacylglycerol biosynthesis_HumanCyc	1	1
TLR3-mediated TICAM1-dependent programmed cell death_Reactome	1	1
NFG and proNGF binds to p75NTR_Reactome	1	1
il12 and stat4 dependent signaling pathway in th1 development_BioCarta	1	1
PAR4-mediated thrombin signaling events_PID	1	1
purine deoxyribonucleosides salvage_HumanCyc	1	1
Regulation of PTEN gene transcription_Reactome	1	1
Signaling mediated by p38-alpha and p38-beta_PID	1	1
serine biosynthesis (phosphorylated route)_HumanCyc	1	1
methylglyoxal degradation I_HumanCyc	1	1
The role of GTSE1 in G2/M progression after G2 checkpoint_Reactome	1	1
Synthesis of pyrophosphates in the cytosol_Reactome	1	1
sulfate activation for sulfonation_HumanCyc	1	1
protein kinase a at the centrosome_BioCarta	1	1
glucocorticoid biosynthesis_HumanCyc	1	1
Classical antibody-mediated complement activation_Reactome	1	1
Signalling to STAT3_Reactome	1	1
Negative regulators of DDX58/IFIH1 signaling_Reactome	1	1
Synthesis of IPs in the ER lumen_Reactome	1	1
HGF_INOH	1	1
GAB1 signalosome_Reactome	1	1
Glycolysis Gluconeogenesis_INOH	1	1
